transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km,fraude
TXREF-09136,30.62,12.87,232,3,8.14,0
TXREF-09137,26.37,19.72,398,3,6.27,0
TXREF-09138,32.32,16.59,3,2,0.96,0
TXREF-09139,16.83,19.91,208,1,12.61,0
TXREF-09140,9.18,12.28,163,5,6.07,0
TXREF-09141,50.65,16.9,418,2,15.53,0
TXREF-09142,69.7,8.62,451,2,17.25,0
TXREF-09143,9.58,16.79,88,4,3.89,0
TXREF-09144,45.41,19.05,80,1,54.78,0
TXREF-09145,75.94,15.43,72,1,1.76,0
TXREF-09146,53.47,17.61,262,4,1.17,0
TXREF-09147,25.79,16.84,611,2,2.63,0
TXREF-09148,17.65,18.71,766,3,3.65,0
TXREF-09149,36.9,12.57,85,3,3.93,0
TXREF-09150,41.61,20.08,274,3,13.84,0
TXREF-09151,37.3,16.2,467,1,3.77,0
TXREF-09152,30.58,14.88,1175,4,10.93,0
TXREF-09153,15.97,6.95,330,5,1.19,0
TXREF-09154,47.2,17.83,256,3,9.75,0
TXREF-09155,48.86,21.09,47,2,2.81,0
TXREF-09156,40.23,14.52,838,5,8.32,0
TXREF-09157,37.71,14.73,192,3,4.02,0
TXREF-09158,116.64,20.3,273,1,4.02,1
TXREF-09159,22.21,18.67,185,1,6.91,0
TXREF-09160,87.59,14.8,343,2,12.23,0
TXREF-09161,20.52,13.39,102,3,50.01,0
TXREF-09162,77.36,15.22,308,2,10.52,0
TXREF-09163,84.61,13.96,677,4,14.07,0
TXREF-09164,28.19,14.0,16,7,13.89,0
TXREF-09165,115.11,8.35,595,2,1.84,0
TXREF-09166,48.8,15.67,520,3,7.78,0
TXREF-09167,18.51,17.75,1046,2,3.21,0
TXREF-09168,26.59,17.27,368,4,71.43,0
TXREF-09169,78.7,17.04,383,2,12.26,0
TXREF-09170,67.67,13.83,664,2,1.56,0
TXREF-09171,16.25,14.47,45,2,3.04,0
TXREF-09172,31.49,19.6,447,3,2.26,0
TXREF-09173,40.31,16.78,331,3,8.47,0
TXREF-09174,24.16,18.76,503,4,5.49,0
TXREF-09175,190.11,11.85,222,2,6.26,1
TXREF-09176,41.19,11.83,696,2,3.42,0
TXREF-09177,33.3,20.57,1819,4,4.41,0
TXREF-09178,82.06,10.98,602,1,18.1,0
TXREF-09179,26.76,9.77,789,6,11.18,0
TXREF-09180,71.91,15.5,563,3,2.32,0
TXREF-09181,10.48,15.28,448,2,6.65,0
TXREF-09182,25.11,14.79,73,2,1.32,0
TXREF-09183,74.09,15.13,714,4,10.56,0
TXREF-09184,107.83,9.32,235,2,5.33,0
TXREF-09185,19.95,12.46,228,4,3.2,0
TXREF-09186,18.34,13.06,1464,2,1.07,0
TXREF-09187,52.38,14.16,636,3,4.86,0
TXREF-09188,22.23,9.33,110,1,11.51,0
TXREF-09189,28.69,11.03,442,2,3.93,0
TXREF-09190,65.43,20.14,4,2,16.11,0
TXREF-09191,23.53,17.39,589,2,1.51,0
TXREF-09192,8.46,14.84,93,1,3.73,0
TXREF-09193,13.64,17.27,386,4,5.35,0
TXREF-09194,35.06,13.61,84,2,13.91,0
TXREF-09195,9.1,22.16,594,3,32.07,0
TXREF-09196,28.11,20.77,877,3,19.16,0
TXREF-09197,12.78,13.43,381,1,17.35,0
TXREF-09198,113.38,12.0,152,2,23.37,1
TXREF-09199,165.49,9.23,741,4,0.89,0
TXREF-09200,16.25,12.09,303,2,0.56,0
TXREF-09201,41.88,16.68,385,1,3.22,0
TXREF-09202,17.44,18.15,268,3,11.17,0
TXREF-09203,27.86,11.53,78,2,15.49,0
TXREF-09204,127.55,8.45,440,5,9.03,0
TXREF-09205,24.88,16.97,1163,2,5.28,0
TXREF-09206,28.33,20.0,48,1,9.35,0
TXREF-09207,17.66,9.69,355,3,3.87,0
TXREF-09208,79.46,4.05,286,5,23.45,0
TXREF-09209,3.32,10.92,92,4,14.37,0
TXREF-09210,25.31,12.52,64,2,36.14,0
TXREF-09211,33.68,10.31,66,2,41.32,0
TXREF-09212,21.63,16.21,154,1,8.68,0
TXREF-09213,64.83,11.4,447,3,23.97,0
TXREF-09214,82.72,14.04,417,2,4.83,0
TXREF-09215,12.6,21.6,163,2,8.54,0
TXREF-09216,157.17,14.38,1112,3,17.33,0
TXREF-09217,12.49,22.44,35,3,44.81,0
TXREF-09218,88.04,13.7,685,7,14.23,0
TXREF-09219,38.78,16.14,1174,5,6.28,0
TXREF-09220,24.22,15.74,19,6,6.19,0
TXREF-09221,25.93,10.79,1126,3,31.51,0
TXREF-09222,33.98,12.68,429,2,5.59,0
TXREF-09223,40.45,11.86,264,4,8.42,0
TXREF-09224,17.95,13.1,1222,3,4.26,0
TXREF-09225,29.42,19.85,137,3,8.18,0
TXREF-09226,19.99,15.98,535,2,3.14,0
TXREF-09227,14.51,17.78,244,4,11.1,0
TXREF-09228,19.33,17.98,546,2,2.93,0
TXREF-09229,15.21,16.02,58,2,6.06,0
TXREF-09230,25.73,8.76,312,3,7.52,0
TXREF-09231,47.53,19.32,868,1,5.66,0
TXREF-09232,37.97,13.5,665,1,4.46,0
TXREF-09233,144.25,6.78,102,3,4.84,0
TXREF-09234,7.09,19.97,25,3,6.63,0
TXREF-09235,48.81,17.61,263,1,2.31,0
TXREF-09236,34.97,8.93,440,3,2.52,0
TXREF-09237,62.63,21.0,889,3,16.25,0
TXREF-09238,58.31,14.26,192,3,8.6,0
TXREF-09239,30.91,19.38,1316,1,5.35,0
TXREF-09240,39.42,13.18,191,3,11.62,0
TXREF-09241,20.37,19.67,716,1,8.44,0
TXREF-09242,54.15,15.01,232,6,12.13,0
TXREF-09243,9.0,13.88,289,3,5.57,0
TXREF-09244,60.9,17.89,195,2,7.3,1
TXREF-09245,34.24,15.15,1600,3,5.84,0
TXREF-09246,24.52,20.68,340,2,6.58,0
TXREF-09247,29.45,16.98,26,3,7.11,0
TXREF-09248,31.04,14.63,312,2,4.93,0
TXREF-09249,88.59,17.69,1420,3,2.39,0
TXREF-09250,357.14,5.63,482,4,5.75,1
TXREF-09251,83.79,18.93,441,2,11.96,0
TXREF-09252,23.17,0.45,205,5,10.4,0
TXREF-09253,54.79,20.29,386,4,8.7,0
TXREF-09254,56.53,10.98,348,3,11.47,0
TXREF-09255,17.88,22.15,712,1,1.26,0
TXREF-09256,14.04,13.16,118,2,11.72,0
TXREF-09257,33.26,19.74,190,1,6.45,0
TXREF-09258,62.27,21.69,668,3,2.49,0
TXREF-09259,10.91,10.96,147,2,2.05,0
TXREF-09260,20.72,22.34,403,5,1.52,0
TXREF-09261,52.58,17.24,670,3,52.79,0
TXREF-09262,35.88,15.64,180,1,33.14,0
TXREF-09263,96.52,15.65,447,3,7.45,0
TXREF-09264,12.6,18.09,182,3,15.89,0
TXREF-09265,189.34,15.56,275,6,5.23,0
TXREF-09266,11.5,10.58,785,1,2.1,0
TXREF-09267,8.08,16.27,77,4,3.84,0
TXREF-09268,33.37,10.39,919,2,2.48,0
TXREF-09269,15.38,12.47,372,3,3.95,0
TXREF-09270,33.86,13.85,400,2,3.6,0
TXREF-09271,33.01,13.53,270,1,4.95,0
TXREF-09272,30.24,8.27,271,3,12.02,0
TXREF-09273,18.98,10.9,231,2,1.5,0
TXREF-09274,47.54,13.93,196,2,0.27,0
TXREF-09275,27.7,23.43,196,3,15.62,0
TXREF-09276,77.06,17.6,568,1,3.23,0
TXREF-09277,30.57,18.15,1059,3,6.08,0
TXREF-09278,17.38,10.41,63,3,0.84,0
TXREF-09279,10.33,14.19,213,3,3.26,0
TXREF-09280,30.76,19.06,88,3,24.59,0
TXREF-09281,13.96,22.46,1137,4,5.65,0
TXREF-09282,13.17,12.7,720,5,3.08,0
TXREF-09283,50.9,16.75,1418,1,10.43,0
TXREF-09284,9.68,13.12,173,4,29.24,0
TXREF-09285,96.23,20.38,9,2,2.63,0
TXREF-09286,39.06,12.1,723,1,16.39,0
TXREF-09287,33.73,12.48,341,2,1.15,0
TXREF-09288,16.53,16.53,848,2,49.91,0
TXREF-09289,60.36,14.32,566,5,5.92,0
TXREF-09290,34.74,14.35,53,3,4.24,0
TXREF-09291,21.24,7.89,46,4,4.33,0
TXREF-09292,40.2,12.87,157,2,5.9,0
TXREF-09293,10.36,23.55,600,2,10.45,0
TXREF-09294,10.72,11.49,526,3,5.11,0
TXREF-09295,15.54,16.24,915,2,37.86,0
TXREF-09296,44.78,19.36,658,2,21.08,0
TXREF-09297,34.73,13.36,39,3,3.63,0
TXREF-09298,74.09,21.35,47,2,2.46,0
TXREF-09299,17.95,18.96,276,2,6.85,0
TXREF-09300,52.65,13.14,703,4,8.73,0
TXREF-09301,32.07,21.25,153,4,3.85,1
TXREF-09302,17.65,17.77,124,2,5.31,0
TXREF-09303,45.94,16.45,22,3,11.25,1
TXREF-09304,33.2,9.29,315,3,20.63,0
TXREF-09305,22.13,16.78,295,4,2.51,0
TXREF-09306,35.88,14.22,698,2,0.62,0
TXREF-09307,31.71,15.77,100,1,3.89,0
TXREF-09308,31.17,21.65,86,3,0.81,0
TXREF-09309,25.87,12.36,426,5,1.96,0
TXREF-09310,13.6,22.98,56,2,0.33,0
TXREF-09311,36.74,14.62,95,5,28.78,0
TXREF-09312,19.53,15.13,568,3,0.73,0
TXREF-09313,16.7,16.79,540,3,60.19,0
TXREF-09314,29.27,12.28,217,2,0.79,0
TXREF-09315,59.06,11.34,367,2,16.36,0
TXREF-09316,39.79,9.09,419,2,3.71,0
TXREF-09317,23.75,9.62,20,3,15.21,0
TXREF-09318,23.07,21.44,419,2,13.85,0
TXREF-09319,55.02,13.63,214,6,1.75,0
TXREF-09320,6.2,21.75,52,2,37.48,0
TXREF-09321,61.81,17.96,723,1,1.25,0
TXREF-09322,9.03,15.07,263,6,4.1,0
TXREF-09323,12.56,17.71,1,3,45.42,0
TXREF-09324,24.04,14.71,72,4,8.86,0
TXREF-09325,166.08,12.23,358,4,4.66,0
TXREF-09326,116.48,17.31,196,1,5.89,0
TXREF-09327,57.9,17.29,72,2,7.61,0
TXREF-09328,45.0,22.68,244,2,19.29,0
TXREF-09329,9.11,19.81,862,2,11.17,0
TXREF-09330,38.97,16.43,341,5,3.85,0
TXREF-09331,23.44,18.46,44,3,11.34,0
TXREF-09332,19.34,13.86,130,1,0.6,0
TXREF-09333,38.92,17.05,257,3,10.68,0
TXREF-09334,24.8,11.54,125,4,3.45,0
TXREF-09335,65.1,20.09,1452,2,4.29,0
TXREF-09336,8.64,20.98,174,3,10.21,0
TXREF-09337,36.75,20.81,356,2,14.79,0
TXREF-09338,18.49,16.61,54,4,1.65,0
TXREF-09339,25.92,19.97,857,3,6.57,0
TXREF-09340,43.35,11.29,286,2,1.27,0
TXREF-09341,15.57,10.82,382,2,8.82,0
TXREF-09342,39.18,11.86,323,1,1.19,0
TXREF-09343,29.88,14.96,857,2,1.83,0
TXREF-09344,21.64,15.73,78,1,14.66,0
TXREF-09345,24.81,17.24,941,5,4.65,0
TXREF-09346,31.15,11.47,199,2,6.48,0
TXREF-09347,20.03,17.47,548,2,2.49,0
TXREF-09348,34.99,19.46,80,5,12.58,0
TXREF-09349,28.49,18.02,373,1,1.32,0
TXREF-09350,22.42,8.73,170,3,4.56,0
TXREF-09351,109.36,17.81,370,2,4.26,0
TXREF-09352,46.94,19.93,117,2,7.62,0
TXREF-09353,26.43,8.57,625,5,5.77,0
TXREF-09354,38.67,17.46,28,2,5.86,0
TXREF-09355,16.62,14.72,145,4,1.71,0
TXREF-09356,25.42,12.95,235,3,0.87,0
TXREF-09357,27.65,21.48,155,3,5.31,0
TXREF-09358,14.19,15.42,984,5,5.45,0
TXREF-09359,46.01,17.7,18,2,2.18,0
TXREF-09360,24.19,17.54,336,3,0.59,0
TXREF-09361,26.95,9.18,353,1,31.67,0
TXREF-09362,23.12,11.92,751,3,8.17,0
TXREF-09363,293.11,14.3,43,2,12.35,0
TXREF-09364,21.6,19.03,274,2,5.46,0
TXREF-09365,7.85,5.27,278,2,0.71,0
TXREF-09366,11.0,20.18,759,5,1.46,0
TXREF-09367,60.14,9.11,247,2,8.71,0
TXREF-09368,91.13,9.62,96,1,20.45,0
TXREF-09369,21.31,17.61,72,4,4.17,0
TXREF-09370,87.43,22.41,295,3,13.59,0
TXREF-09371,59.38,6.53,866,5,0.38,0
TXREF-09372,30.37,13.49,200,3,0.99,0
TXREF-09373,28.86,20.51,706,3,6.97,0
TXREF-09374,39.66,8.22,767,2,8.61,0
TXREF-09375,65.48,15.71,159,2,3.04,0
TXREF-09376,46.34,19.02,234,1,26.87,0
TXREF-09377,21.39,13.84,338,1,1.09,0
TXREF-09378,30.71,21.62,1208,2,6.01,0
TXREF-09379,144.97,11.89,16,1,4.7,1
TXREF-09380,41.72,18.63,581,2,3.43,0
TXREF-09381,65.1,17.87,513,4,11.21,0
TXREF-09382,51.35,20.5,424,4,4.52,0
TXREF-09383,42.39,9.24,149,1,0.31,0
TXREF-09384,37.65,10.79,640,2,5.73,0
TXREF-09385,66.43,1.44,61,3,11.59,1
TXREF-09386,58.41,15.9,772,1,1.16,0
TXREF-09387,42.1,15.52,232,3,13.63,0
TXREF-09388,21.13,14.25,579,3,5.19,0
TXREF-09389,45.95,13.61,275,4,1.21,0
TXREF-09390,33.17,18.4,594,2,7.27,0
TXREF-09391,27.88,14.95,109,1,1.34,0
TXREF-09392,239.54,12.23,63,2,7.29,1
TXREF-09393,11.49,14.47,267,3,13.95,0
TXREF-09394,69.42,20.55,2312,4,107.95,0
TXREF-09395,18.71,15.99,2130,3,9.66,0
TXREF-09396,38.26,12.75,97,6,2.0,0
TXREF-09397,221.27,19.42,817,3,0.6,0
TXREF-09398,17.41,15.48,404,3,10.88,0
TXREF-09399,20.67,22.63,209,1,3.04,0
TXREF-09400,34.38,23.62,273,1,0.23,0
TXREF-09401,18.92,18.65,545,3,2.86,0
TXREF-09402,65.79,18.86,149,1,1.48,0
TXREF-09403,23.69,20.44,905,2,56.76,0
TXREF-09404,55.75,20.48,261,2,1.76,0
TXREF-09405,13.37,16.78,1315,2,4.1,0
TXREF-09406,9.48,14.03,77,3,5.36,0
TXREF-09407,29.52,15.1,1196,2,7.1,0
TXREF-09408,11.25,14.81,52,2,19.95,0
TXREF-09409,103.87,7.25,245,1,8.69,0
TXREF-09410,11.57,4.25,360,3,3.14,0
TXREF-09411,16.49,14.73,542,2,2.73,0
TXREF-09412,46.89,11.27,270,2,2.48,0
TXREF-09413,22.82,21.77,35,1,63.34,0
TXREF-09414,11.67,11.37,162,2,5.49,0
TXREF-09415,151.23,16.96,208,4,7.71,0
TXREF-09416,16.93,19.61,776,2,5.88,0
TXREF-09417,30.23,16.47,615,2,0.71,0
TXREF-09418,29.95,15.45,139,3,36.06,0
TXREF-09419,58.06,11.06,285,2,1.82,0
TXREF-09420,48.56,16.48,161,1,5.07,0
TXREF-09421,19.2,15.87,10,3,7.84,0
TXREF-09422,27.53,13.62,237,4,1.32,0
TXREF-09423,29.57,20.29,713,3,4.19,0
TXREF-09424,59.7,16.54,259,2,8.03,0
TXREF-09425,15.01,19.62,297,2,50.98,0
TXREF-09426,148.86,17.48,11,1,1.17,0
TXREF-09427,20.15,15.81,650,2,13.88,0
TXREF-09428,34.59,18.46,236,2,20.33,0
TXREF-09429,15.1,19.52,398,3,1.66,0
TXREF-09430,13.67,9.86,483,4,8.39,0
TXREF-09431,18.55,12.53,40,1,21.75,0
TXREF-09432,17.31,11.82,56,2,27.75,0
TXREF-09433,25.84,15.61,44,1,1.7,0
TXREF-09434,17.2,21.06,179,7,7.13,0
TXREF-09435,57.44,10.85,364,3,58.25,0
TXREF-09436,19.81,20.45,208,2,2.05,0
TXREF-09437,18.29,11.88,128,3,19.97,0
TXREF-09438,26.23,15.15,548,2,26.8,0
TXREF-09439,71.15,20.4,847,2,46.04,0
TXREF-09440,40.64,14.15,5,1,1.59,0
TXREF-09441,32.4,11.46,1014,3,4.38,0
TXREF-09442,12.41,17.42,87,2,14.8,0
TXREF-09443,15.29,20.45,69,1,11.12,0
TXREF-09444,13.87,18.02,27,3,0.66,0
TXREF-09445,89.2,10.41,242,2,40.42,0
TXREF-09446,51.01,18.63,445,2,2.69,0
TXREF-09447,18.72,18.0,699,3,1.84,0
TXREF-09448,23.19,7.58,39,4,25.7,0
TXREF-09449,19.22,16.6,419,4,3.93,0
TXREF-09450,18.4,7.66,780,1,45.97,0
TXREF-09451,48.49,13.91,144,3,4.97,0
TXREF-09452,28.3,20.5,243,3,6.06,0
TXREF-09453,155.78,16.85,418,3,4.35,0
TXREF-09454,85.65,20.31,232,4,1.51,0
TXREF-09455,89.37,17.13,823,4,13.29,0
TXREF-09456,56.45,13.06,68,2,17.14,0
TXREF-09457,25.68,13.39,368,2,13.82,0
TXREF-09458,53.54,17.42,1070,4,12.03,0
TXREF-09459,27.08,10.7,65,3,23.65,0
TXREF-09460,112.6,17.04,279,2,3.59,0
TXREF-09461,46.58,22.11,490,1,21.42,1
TXREF-09462,42.05,21.04,184,2,13.8,0
TXREF-09463,38.15,21.29,503,3,5.36,0
TXREF-09464,121.87,9.84,78,1,3.22,0
TXREF-09465,12.4,16.3,134,3,4.44,0
TXREF-09466,130.79,10.23,2046,2,1.54,0
TXREF-09467,30.45,18.73,1302,2,13.31,0
TXREF-09468,12.65,15.74,151,2,8.26,0
TXREF-09469,20.26,20.22,547,5,5.97,0
TXREF-09470,10.61,20.82,189,2,8.46,0
TXREF-09471,55.74,20.98,227,4,33.88,0
TXREF-09472,16.48,20.4,222,2,7.33,0
TXREF-09473,39.31,15.38,299,1,19.5,0
TXREF-09474,78.78,17.76,624,2,17.31,0
TXREF-09475,21.46,13.03,438,2,3.12,0
TXREF-09476,28.7,9.94,312,4,20.96,0
TXREF-09477,13.62,21.79,148,4,9.08,0
TXREF-09478,26.32,11.06,257,1,9.86,0
TXREF-09479,222.14,16.28,192,2,4.82,1
TXREF-09480,60.95,22.93,338,3,1.07,0
TXREF-09481,28.77,20.26,147,1,0.55,0
TXREF-09482,22.41,14.57,381,2,1.41,0
TXREF-09483,33.76,17.17,90,1,9.24,0
TXREF-09484,38.23,14.88,51,2,3.01,0
TXREF-09485,25.75,12.71,200,2,2.04,0
TXREF-09486,50.99,9.15,1756,6,6.42,0
TXREF-09487,17.52,17.07,672,2,2.91,0
TXREF-09488,17.46,21.88,451,2,19.12,0
TXREF-09489,45.45,22.82,781,3,22.15,0
TXREF-09490,15.01,13.69,27,2,20.04,0
TXREF-09491,58.84,14.97,398,2,11.46,1
TXREF-09492,34.46,15.04,55,3,2.05,0
TXREF-09493,9.34,16.08,235,3,7.34,0
TXREF-09494,37.67,10.91,62,4,6.93,0
TXREF-09495,10.35,13.75,1137,2,10.07,0
TXREF-09496,57.35,16.65,219,2,5.52,0
TXREF-09497,29.11,12.94,57,3,9.49,0
TXREF-09498,132.0,19.83,89,3,5.6,0
TXREF-09499,75.29,14.31,46,3,22.05,1
TXREF-09500,16.22,17.28,326,5,1.8,0
TXREF-09501,8.13,17.68,2898,1,6.84,0
TXREF-09502,20.21,13.27,970,4,7.02,0
TXREF-09503,14.45,9.35,462,3,2.53,0
TXREF-09504,129.61,13.15,956,3,2.82,0
TXREF-09505,34.56,11.36,487,2,2.66,0
TXREF-09506,68.17,7.2,103,8,12.72,0
TXREF-09507,28.35,13.66,129,3,2.06,0
TXREF-09508,30.59,14.64,1088,2,1.81,0
TXREF-09509,34.01,0.44,561,1,1.65,0
TXREF-09510,77.22,10.35,210,3,6.04,0
TXREF-09511,43.57,22.61,221,1,1.47,0
TXREF-09512,16.26,17.61,324,3,3.65,0
TXREF-09513,111.97,12.16,749,3,9.28,0
TXREF-09514,28.2,15.72,221,1,14.29,0
TXREF-09515,25.08,19.11,496,4,50.3,0
TXREF-09516,4.54,8.04,151,3,4.42,0
TXREF-09517,54.97,14.87,2057,1,12.85,0
TXREF-09518,37.44,17.72,163,1,8.4,0
TXREF-09519,37.41,12.88,249,2,3.84,0
TXREF-09520,26.05,18.44,674,3,2.75,0
TXREF-09521,23.01,16.03,89,2,8.38,0
TXREF-09522,26.68,19.66,42,8,11.67,0
TXREF-09523,48.59,21.54,390,3,4.38,0
TXREF-09524,55.16,19.93,219,2,5.21,0
TXREF-09525,29.48,14.96,591,4,28.77,0
TXREF-09526,68.94,21.87,50,2,38.51,0
TXREF-09527,32.89,23.01,264,4,4.02,0
TXREF-09528,24.21,23.26,24,2,8.4,0
TXREF-09529,40.16,17.2,560,1,15.34,0
TXREF-09530,13.08,13.01,1254,5,5.75,0
TXREF-09531,41.16,19.77,61,3,3.3,0
TXREF-09532,11.47,18.46,1391,3,7.91,0
TXREF-09533,16.61,15.48,90,2,14.35,0
TXREF-09534,8.14,15.39,35,1,8.78,0
TXREF-09535,30.69,9.74,45,1,6.43,0
TXREF-09536,110.93,13.65,189,3,1.5,0
TXREF-09537,32.0,21.62,242,1,8.31,0
TXREF-09538,55.33,11.05,333,2,3.66,0
TXREF-09539,189.36,16.0,466,3,9.09,0
TXREF-09540,46.57,17.85,77,2,3.02,0
TXREF-09541,20.07,11.02,744,2,3.81,0
TXREF-09542,22.16,9.47,34,1,45.58,0
TXREF-09543,34.83,17.01,258,3,8.12,0
TXREF-09544,22.07,11.21,1176,3,0.37,0
TXREF-09545,23.29,18.06,350,1,25.45,0
TXREF-09546,70.77,12.3,49,4,1.35,0
TXREF-09547,72.88,14.41,493,1,2.43,0
TXREF-09548,10.64,21.5,1366,3,5.52,0
TXREF-09549,19.32,22.85,283,3,19.63,0
TXREF-09550,24.93,14.65,506,2,8.18,0
TXREF-09551,53.59,15.12,283,1,0.98,0
TXREF-09552,79.28,19.81,43,2,10.14,0
TXREF-09553,243.57,10.93,1002,5,3.67,0
TXREF-09554,24.9,11.39,279,3,4.58,0
TXREF-09555,25.81,19.81,822,3,3.35,0
TXREF-09556,53.18,18.52,3,4,2.1,0
TXREF-09557,21.3,12.1,245,2,2.13,0
TXREF-09558,31.45,10.05,2,4,13.97,1
TXREF-09559,25.82,12.99,1839,2,2.48,0
TXREF-09560,5.27,10.76,354,3,1.52,0
TXREF-09561,38.04,15.27,187,3,2.73,0
TXREF-09562,30.53,10.54,87,1,5.31,0
TXREF-09563,86.95,17.11,8,2,10.29,0
TXREF-09564,34.95,21.31,558,1,8.56,0
TXREF-09565,14.11,21.15,822,3,4.96,0
TXREF-09566,28.91,6.25,726,5,2.36,0
TXREF-09567,7.72,8.37,93,2,1.89,0
TXREF-09568,14.56,18.14,1223,4,16.84,0
TXREF-09569,55.01,11.7,700,3,11.06,0
TXREF-09570,29.13,9.31,314,6,10.8,0
TXREF-09571,67.64,17.79,161,3,7.97,0
TXREF-09572,8.45,14.78,243,3,9.04,0
TXREF-09573,29.24,19.98,506,4,6.62,0
TXREF-09574,24.72,19.38,92,2,2.62,0
TXREF-09575,69.28,19.87,161,1,42.63,0
TXREF-09576,56.51,14.9,80,1,1.23,0
TXREF-09577,55.28,18.31,226,4,1.39,0
TXREF-09578,105.62,13.95,13,3,10.31,0
TXREF-09579,26.71,13.86,152,2,8.65,0
TXREF-09580,91.04,15.74,236,3,54.76,0
TXREF-09581,16.41,15.77,937,2,8.36,0
TXREF-09582,15.99,15.69,192,3,6.81,0
TXREF-09583,59.86,13.71,420,2,18.48,0
TXREF-09584,11.78,15.4,875,3,90.98,0
TXREF-09585,52.58,12.12,931,1,11.71,0
TXREF-09586,37.45,12.27,130,3,1.44,0
TXREF-09587,75.32,9.55,681,3,62.88,0
TXREF-09588,33.35,4.78,1267,2,6.89,0
TXREF-09589,36.25,12.8,757,2,7.45,0
TXREF-09590,50.23,14.41,254,3,0.55,0
TXREF-09591,21.6,10.49,612,1,2.67,0
TXREF-09592,20.94,18.41,849,2,2.14,0
TXREF-09593,48.99,10.65,11,3,3.59,0
TXREF-09594,34.09,16.92,206,1,15.3,0
TXREF-09595,25.96,15.34,333,5,0.8,0
TXREF-09596,32.8,20.96,228,1,0.57,0
TXREF-09597,109.74,15.73,268,2,31.96,0
TXREF-09598,25.31,21.3,126,3,10.33,0
TXREF-09599,24.78,17.37,161,1,5.2,0
TXREF-09600,10.18,19.43,17,2,11.81,0
TXREF-09601,33.77,8.33,138,3,4.37,0
TXREF-09602,55.87,16.05,409,2,1.87,0
TXREF-09603,63.56,16.75,1146,4,1.44,0
TXREF-09604,37.63,13.32,648,1,6.31,0
TXREF-09605,69.28,6.25,827,5,6.45,0
TXREF-09606,58.94,13.05,999,3,2.36,0
TXREF-09607,77.58,12.14,145,4,14.38,0
TXREF-09608,70.72,18.9,28,4,13.94,0
TXREF-09609,107.81,18.57,116,4,1.06,0
TXREF-09610,30.81,12.68,130,3,20.87,0
TXREF-09611,13.39,17.13,90,5,4.9,0
TXREF-09612,56.14,15.04,32,4,3.26,0
TXREF-09613,61.07,22.61,714,2,11.4,0
TXREF-09614,107.81,11.47,6,1,3.78,1
TXREF-09615,87.58,22.04,86,1,0.7,0
TXREF-09616,141.28,12.22,421,2,3.21,0
TXREF-09617,54.4,5.7,427,3,2.43,0
TXREF-09618,41.05,16.14,127,4,4.17,0
TXREF-09619,12.84,15.83,119,2,9.35,0
TXREF-09620,43.46,14.64,72,2,2.25,0
TXREF-09621,23.39,12.58,234,1,24.21,0
TXREF-09622,40.54,13.77,979,1,6.53,0
TXREF-09623,36.21,21.93,179,2,10.59,0
TXREF-09624,48.89,16.91,988,2,3.25,0
TXREF-09625,32.46,16.75,31,1,26.3,0
TXREF-09626,68.25,21.13,849,3,15.14,0
TXREF-09627,4.9,18.54,2174,1,1.38,0
TXREF-09628,39.92,14.08,122,1,4.41,0
TXREF-09629,82.75,22.25,463,5,80.98,1
TXREF-09630,133.81,21.75,397,2,39.25,0
TXREF-09631,58.97,11.41,498,1,7.2,0
TXREF-09632,117.11,9.54,930,2,21.65,0
TXREF-09633,39.32,12.19,88,1,3.93,0
TXREF-09634,34.89,14.82,35,3,18.56,1
TXREF-09635,50.97,8.25,131,4,1.61,0
TXREF-09636,34.73,17.49,115,2,1.13,0
TXREF-09637,19.82,15.95,77,4,65.77,0
TXREF-09638,24.02,13.67,646,2,11.4,0
TXREF-09639,15.63,20.87,114,8,2.75,0
TXREF-09640,50.93,9.18,648,2,13.24,0
TXREF-09641,35.1,13.68,1223,3,9.95,0
TXREF-09642,26.86,14.09,77,1,0.94,0
TXREF-09643,23.15,13.48,119,2,8.52,0
TXREF-09644,50.08,23.01,889,2,13.89,0
TXREF-09645,61.06,13.01,1703,4,41.71,0
TXREF-09646,15.43,12.54,99,4,3.77,0
TXREF-09647,13.78,10.67,233,3,0.72,0
TXREF-09648,69.22,17.12,376,1,2.31,0
TXREF-09649,12.93,10.07,11,5,2.51,0
TXREF-09650,51.63,16.35,301,6,3.52,0
TXREF-09651,111.52,19.8,58,1,6.31,1
TXREF-09652,111.7,23.76,878,3,7.78,0
TXREF-09653,59.22,20.76,130,3,52.29,0
TXREF-09654,57.99,19.15,586,4,0.65,0
TXREF-09655,176.16,13.59,809,4,0.5,0
TXREF-09656,6.48,11.12,350,1,3.71,0
TXREF-09657,24.92,13.19,42,2,1.4,0
TXREF-09658,64.13,15.84,280,2,3.5,0
TXREF-09659,27.31,15.25,182,2,0.77,0
TXREF-09660,85.0,0.81,271,3,33.44,1
TXREF-09661,33.84,17.9,1178,2,40.73,0
TXREF-09662,38.28,20.26,141,2,5.73,0
TXREF-09663,28.57,20.55,468,3,46.75,0
TXREF-09664,23.9,7.92,232,3,99.34,0
TXREF-09665,23.48,19.02,335,2,5.13,0
TXREF-09666,42.32,12.68,116,2,10.71,0
TXREF-09667,19.93,16.09,83,4,1.26,0
TXREF-09668,69.15,12.67,791,1,2.98,1
TXREF-09669,55.72,12.6,147,2,27.28,0
TXREF-09670,76.83,13.24,77,6,12.29,1
